সঁচাকৈয়ে	O
অসমৰ	B-LOC
গৌৰৱ	O
,	O
অসমৰ	B-LOC
আপুৰগীয়া	O
সম্পদ	O
।	O

১৯৯৭	B-DATE
চনৰ	I-DATE
৩০	B-DATE
জুলাইত	I-DATE
জাননী	O
নং	O
এফআৰএছ	O
৩৭/৯৭/৩১	O
যোগে	O
যোৰহাট	B-LOC
জিলাত	O
অভয়াৰণ্যখন	O
গঠন	O
কৰি	O
গিবন	B-LOC
অভয়াৰণ্য	I-LOC
নাম	O
দিয়া	O
হয়	O
।	O

আহোম	B-MISC
স্বৰ্গদেউ	O
গৌৰীনাথ	B-PER
সিংহৰ	I-PER
ইচ্ছামতে	O
মন্ত্ৰী	O
পূৰ্ণানন্দ	B-PER
বুঢ়াগোহাঁইয়ে	I-PER
শিৱদ'লৰ	O
কাম	O
আৰম্ভ	O
কৰিছিল	O
।	O

আজি	O
পুৱা	O
বাছত	O
আহি	O
বৰদৈবাম	B-LOC
তিনি	I-LOC
আলিত	I-LOC
নামিলোঁ	O
।	O

তেওঁৰ	O
পৰা	O
গম	O
পালোঁ	O
যে	O
শ্ৰীলংকালৈ	B-LOC
অহা	O
বিদেশী	O
গাড়ীবোৰৰ	O
ইঞ্জিন	O
,	O
বডি	O
আদিৰ	O
দুৰ্ঘটনাগ্ৰস্থ	O
হোৱা	O
অংশবোৰ	O
শ্ৰীলংকাত	B-LOC
মেৰামতি	O
কৰাৰ	O
ব্যৱস্থা	O
নাই	O
।	O

এইটো	O
সাধাৰণত	O
প্ৰচলিত	O
বিশ্বাসৰ	O
লগত	O
বিপৰীত	O
যে	O
প্ৰাচীন	O
কামৰূপৰ	B-LOC
সাংস্কৃতিক	O
ইতিহাসত	O
বৌদ্ধধৰ্ম	B-MISC
প্ৰচলিত	O
নাছিল	O
।	O

ইয়াৰ	O
আগতে	O
মানসক	B-LOC
সংৰক্ষিত	O
বনাঞ্চল	O
হিচাপে	O
গণ্য	O
কৰা	O
হৈছিল	O
।	O

১৯৫৮	B-DATE
চনৰ	I-DATE
পহিলা	O
জানুৱাৰিত	O
শ্ৰীলংকাৰ	B-LOC
চিল'ন	B-ORG
ট্ৰেন্সপ'ৰ্ট	I-ORG
ব'ৰ্ড	I-ORG
গঠন	O
হৈছিল	O
।	O

অলপ	O
পিচতে	O
এজনী	O
ছোৱালী	O
আহি	O
আমাক	O
পটাপট	O
ইংৰাজীত	B-MISC
সুধিলে	O
,	O
ছোৱালীজনীৰ	O
কথাত	O
আমি	O
ভাল	O
পালো	O
।	O

অসমৰ	B-LOC
জীয়া	B-LOC
-	I-LOC
ভৰলী	I-LOC
নদী	O
ব্ৰিটিছৰ	O
সময়ৰ	O
পৰাই	O
সোণালী	O
মাহচীৰ	O
এংলিঙৰ	O
বাবে	O
বিখ্যাত	O
আছিল	O
।	O

আহোম	B-MISC
ৰজা	O
প্ৰমত্ত	B-PER
সিংহই	I-PER
জনাৰ্দন	B-LOC
দেৱালয়টো	I-LOC
গুৱাহাটীত	B-LOC
নিৰ্মাণ	O
কৰিছিল	O
।	O

দেওপাহাৰত	B-LOC
অৱস্থিত	O
মন্দিৰটো	O
একখণ্ড	O
শিলৰ	O
ওপৰত	O
নিৰ্মিত	O
।	O

ইয়াত	O
নিৰ্মাণ	O
কৰা	O
মূৰ্ত্তিসমূহত	O
হৰি	B-PER
-	O
হৰ	B-PER
যুদ্ধ	O
ফুটাই	O
তোলা	O
হৈছে	O
।	O

আন্তৰ্জাতিক	O
উৰণ	O
সপ্তাহত	O
দুবাৰকৈ	O
গুৱাহাটীৰ	B-LOC
পৰা	O
বেংককলৈ	B-LOC
আৰু	O
ভূটানৰ	B-LOC
থিম্ফুলৈ	I-LOC
যাতায়ত	O
কৰে	O
।	O

অসম	B-ORG
ৰাজ্যিক	I-ORG
সংগ্ৰহালয়টো	I-ORG
গুৱাহাটী	B-LOC
মহানগৰৰ	O
দীঘলীপুখুৰীৰ	B-LOC
দক্ষিণত	O
অৱস্থিত	O
।	O

জীয়াভৰলী	B-LOC
তথা	O
ইয়াৰ	O
উপনৈ	O
সমূহেৰে	O
পূৰ্ণ	O
বাবে	O
এই	O
ৰাষ্ট্ৰীয়	O
উদ্যানত	O
এংলিঙ	O
এসময়ত	O
খু্বেই	O
জনপ্ৰিয়	O
আছিল	O
।	O

তেতিয়া	O
ভগৱান	O
শিৱয়ে	B-PER
দেৱী	O
উগ্ৰতাৰাক	B-PER
কামাখ্যা	B-LOC
অঞ্চলত	O
বাস	O
কৰা	O
লোকসকলক	O
আঁতৰাই	O
পঠিয়াবলৈ	O
আদেশ	O
দিয়ে	O
।	O

য'ত	O
এদিন	O
হলচনষ্টেদ	B-PER
এবট	I-PER
আৰু	O
ওচলাৰ	B-PER
আদি	O
চিকিৎসা	O
বিজ্ঞানীসকল	O
বহিছিল	O
।	O

কিন্তু	O
জিৰায়	B-PER
আৰু	O
ছ'ছাইটিজ	B-ORG
অৱ	I-ORG
ফ্ৰেণ্ডছ	I-ORG
প্ৰচণ্ড	O
বিৰোধিতাত	O
তেওঁলোকৰ	O
প্ৰেম	O
বিয়ালৈ	O
ৰূপায়িত	O
নহ'ল	O
।	O

যু	B-ORG
বেছেল	I-ORG
ৰ	O
সহযোগত	O
ডব্লিউডব্লিউএফ	B-ORG
-	O
ইণ্ডিয়া	B-ORG
,	O
অসম	B-ORG
চৰকাৰ	I-ORG
আৰু	O
ইণ্টাৰনেশ্যনেল	B-ORG
ৰাইন'	I-ORG
ফাউণ্ডেশ্যন	I-ORG
এ	O
ইণ্ডিয়ান	O
ৰাইন'	O
ভিছন	O
২০২০	O
কৰ্মসূচী	O
চলি	O
আছে	O
।	O

সেয়ে	O
হৰি	O
হৰাত্মক	O
শিৱ	B-PER
মন্দিৰ	O
প্ৰতিষ্ঠাৰ	O
উদ্যোগ	O
লৈছিল	O
।	O

লিমাৰ	B-LOC
পৰা	O
কুচকোলৈ	B-LOC
বিমানেৰে	O
এঘণ্টাৰ	O
বাট	O
।	O

এই	O
মন্দিৰটো	O
আহোম	O
ৰজা	O
ৰাজেশ্বৰ	B-PER
সিংহই	I-PER
নিৰ্মাণ	O
কৰোৱাইছিল	O
আৰু	O
বহু	O
মাটি	O
দান	O
দিয়ে	O
।	O

নেঘেৰীটিং	B-LOC
শিৱদ'লৰ	I-LOC
স্থাপত্য	O
সৌন্দৰ্য	O
আৰু	O
প্ৰাচীন	O
ভাস্কৰ্য	O
শিল্পৰ	O
সৌন্দৰ্যৰ	O
সমানে	O
আকৰ্ষণীয়	O
দ'লটো	O
থকা	O
ওখ	O
টিলাটোৰ	O
নৈসৰ্গিক	O
শোভাও	O
।	O

গীতাৰ	B-PER
মৰমৰ	O
আবদালখিনি	O
মনত	O
ৰাখি	O
লণ্ডন	B-LOC
এৰি	O
আন	O
ঠাইলৈ	O
ফুৰিবলৈ	O
ওলালোঁ	O
।	O

পিছে	O
পুৰাণত	O
উল্লেখ	O
কৰা	O
৫১	O
খন	O
শক্তিপীঠত	O
ৰামখাপীঠৰ	B-LOC
কোনো	O
উল্লেখ	O
নাই	O
।	O

ইয়াৰ	O
কাষদি	O
উত্তৰ	B-ORG
-	I-ORG
পূৱ	I-ORG
সীমান্ত	I-ORG
ৰেলৱেৰ	I-ORG
অন্তৰ্গত	O
ব্ৰডগজ	O
ৰেল	O
আলিটো	O
পাৰ	O
হৈ	O
গৈছে	O
।	O

তাৰে	O
প্ৰেইচ	B-MISC
অৱ	I-MISC
মাডাৰ	I-MISC
নামৰ	O
কিতাপখন	O
পাচিঘাটৰ	O
ৰাজীব	B-PER
টাকুকক	I-PER
উপহাৰ	O
দিলো	O
।	O

তেখেতক	O
মহামায়ায়ে	B-PER
দেখুওৱা	O
সপোনৰ	O
মৰ্মে	O
বগৰীবাৰী	B-LOC
,	O
ৰূপ্‌সী	B-LOC
আৰু	O
ধুবুৰীৰ	B-LOC
জমিনদাৰে	O
এই	O
মন্দিৰ	O
স্থাপন	O
কৰিছিল	O
।	O

যেনে	O
তেনে	O
সিদিনালৈ	O
তেওঁ	O
পৰিৱেশটো	O
চম্ভালিলে	O
যদিও	O
তেওঁৰ	O
মনত	O
খেলি	O
থাকিল	O
,	O
পইচা	O
নিনিয়াকৈ	O
কিবা	O
বেলেগ	O
পদ্ধতিত	O
বপিনন	O
কেন্দ্ৰবোৰক	O
পইচা	O
দিব	O
পাৰি	O
নেকি	O
ম্যাকনামাৰাই	B-PER
ভাবি	O
-	O
গুণী	O
নিজৰ	O
চহীযুক্ত	O
এখন	O
কাডৰ্	O
তৈয়াৰ	O
কৰিলে	O
আৰু	O
সেই	O
একেখন	O
হোটেলৰ	O
পৰিচালন	O
গোষ্ঠীৰ	O
লগত	O
আলোচনা	O
কৰি	O
সিদ্ধান্ত	O
কৰিলে	O
যে	O
সেই	O
কাডৰ্খন	O
দেখুৱালে	O
তেওঁক	O
পইচা	O
নোলোৱাকৈ	O
খাদ্য	O
পৰিৱেশন	O
কৰা	O
হ'ব	O
।	O

সেই	O
মৰ্ম্মে	O
বিভাগীয়	O
কত্তৃপক্ষই	O
সুদক্ষলোকৰ	O
হতুৱাই	O
গাঁত	O
খান্দি	O
গাঁতত	O
পেলাই	O
আৰু	O
হাতীৰ	O
ওপৰৰ	O
পৰা	O
ট্ৰেংকুলাইজাৰ	O
প্ৰয়োগ	O
কৰি	O
৩টা	O
গঁড়	O
উত্তৰ	B-LOC
প্ৰদেশলৈ	I-LOC
চালান	O
দিয়ে	O
।	O

দীপৰ	B-LOC
বিলত	I-LOC
জলীয়	O
গছ	O
-	O
গছনি	O
যেনে	O
-	O
পানীমেটেকা	O
,	O
জলীয়	O
ঘাঁহ	O
,	O
পদুম	O
,	O
পানীত	O
ওপঙি	O
থকা	O
ঘাঁহ	O
আদি	O
গ্ৰীষ্ম	O
কালত	O
দেখা	O
যায়	O
।	O

ব্ৰহ্মপুত্ৰৰ	B-LOC
এই	O
কথাত	O
পৰশুৰামৰ	B-PER
ভীষণ	O
খং	O
উঠিল	O
আৰু	O
তেওঁ	O
ব্ৰহ্মপুত্ৰক	B-LOC
অপৱিত্ৰ	O
হ'বলৈ	O
চৰণত	O
দীঘল	O
দি	O
পৰিল	O
।	O

ইউৰোপত	B-LOC
দেশৰ	O
সংখ্যা	O
৪৭	O
।	O

কিছুসংখ্যক	O
বুৰঞ্জীবিদৰ	O
মতে	O
পাল	B-MISC
ৰাজবংশৰ	I-MISC
ৰজাই	O
ষষ্ঠ	O
শতিকাত	O
এই	O
মন্দিৰ	O
নিৰ্মাণ	O
কৰিছিল	O
।	O

কলম্বোৰ	B-LOC
বিষয়ে	O
ইমানবোৰ	O
জানিবলগীয়া	O
চাবলগীয়া	O
ঠাই	O
আছে	O
তাৰ	O
ঠাইত	O
গাড়ীৰ	O
নাম্বাৰ	O
প্লেটৰ	O
বিষয়ে	O
জানিৰ	O
খোজাত	O
তেওঁ	O
কি	O
ভাবিলে	O
,	O
নাজানো	O
।	O

জনজাতীয়	O
লোকসকলৰ	O
ভিতৰত	O
ডিমাছা	B-MISC
,	O
মাৰ	B-MISC
,	O
নগা	B-MISC
,	O
কুকী	B-MISC
,	O
মিজো	B-MISC
আদিয়ে	O
প্ৰধান	O
।	O

জন্মু	B-LOC
আৰু	I-LOC
কাশ্মীৰ	I-LOC
ভাৰতৰ	B-LOC
উত্তৰ	O
-	O
পশ্চিম	O
প্ৰান্তত	O
অৱস্থিত	O
এখন	O
এতি	O
মনোৰম	O
ৰাজ্য	O
।	O

চ'ত	O
মাহৰ	O
অশোকাষ্টমী	B-MISC
তিথিত	O
ইয়াত	O
স্নান	O
কৰিবৰ	O
বাবে	O
বহু	O
তীৰ্থযাত্ৰীৰ	O
সমাগম	O
হয়	O
।	O

কলকতাৰ	B-LOC
ধৰমতলাৰ	B-LOC
পৰা	O
দিঘালৈ	B-LOC
বিভিন্ন	O
ধৰণৰ	O
বাছসেৱা	O
আছে	O
।	O

সেইদৰে	O
আনখন	O
তামৰ	O
ফলিত	O
আছে	O
উত্তৰে	O
গৰিয়া	B-LOC
আলি	I-LOC
,	O
পশ্চিমে	O
গোধামৰা	B-LOC
,	O
পূৱে	O
চূড়ামণিকা	B-LOC
,	O
দক্ষিণে	O
কাৰ্যলিবা	B-LOC
।	O

তিনিখন	O
একধৰণ	O
থুপ	O
ধৰ্ম	O
,	O
সংঘ	O
আৰু	O
বুধ	O
উভয়ৰ	O
প্ৰতিনিধি	O
বা	O
এইবিলাকে	O
ভগবান	O
বুদ্ধৰ	B-PER
স্মৃতিত	O
উত্সীকীক	O
থুপ	O
খোদিত	O
কৰা	O
যাব	O
পাৰে	O
।	O

গড়গাঁৱৰ	B-LOC
পৰা	O
ৰংপুৰ	B-LOC
আৰু	O
ৰংপুৰৰ	B-LOC
পৰা	O
যোৰহাটলৈ	B-LOC
আহোম	B-MISC
ৰাজ্যৰ	O
ৰাজধানী	O
তুলি	O
আনোতে	O
বুঢ়ী	B-LOC
গোসানীকো	I-LOC
যোৰহাটলৈ	B-LOC
লৈ	O
অনা	O
হয়	O
।	O

নগাওঁ	B-LOC
তথা	O
গুৱাহাটীৰ	B-LOC
পৰা	O
ইয়াৰ	O
দুৰত্ব	O
ক্ৰমান্ধয়ে	O
২৮	O
আৰু	O
১৪৮	O
কিলোমিটাৰ	O
।	O

এই	O
দ'লত	O
স্বৰ্গদেউৱে	O
শিৱপূজা	B-MISC
কৰিছিল	O
।	O

বৰাইল	B-LOC
আৰু	O
দক্ষিণ	B-LOC
পৰ্বতমালা	I-LOC
আৰু	O
ইয়াৰ	O
মাজৰে	O
বৈ	O
যোৱা	O
ব্ৰহ্মপুত্ৰ	B-LOC
আৰু	O
বৰাক	B-LOC
নদীৰ	I-LOC
উপনদীসমূহেৰে	O
ডিমা	B-LOC
হাছাও	I-LOC
জিলাৰ	O
ভূগোল	O
গঢ়	O
লৈ	O
উঠছে	O
।	O

চিৰিৰ	O
কাষত	O
দুটা	O
অংগমঠ	O
আছে	O
আৰু	O
এটি	O
গণেশৰ	B-PER
বিগ্ৰহ	O
আছে	O
।	O

শিক্ষাৰ	O
দিশত	O
যোৰহাট	B-LOC
এখন	O
আগবঢ়া	O
ঠাই	O
।	O

এসময়ত	O
ইয়াত	O
প্ৰচুৰ	O
পৰিমানে	O
পদুম	O
ফুল	O
ফুলিছিল	O
বাবে	O
ই	O
পদুম	B-LOC
পুখুৰী	I-LOC
নামে	O
জনাজাত	O
হৈ	O
পৰে	O
।	O

তেওঁলোকৰ	O
বাবেই	O
ছিংগাপুৰে	B-LOC
বিশ্বৰ	O
সন্মুখত	O
চিনাকি	O
দিছে	O
ছিংগাপুৰ	B-LOC
বুলি	O
।	O

কেটিলোনিয়াৰ	B-LOC
নেচনেল	B-LOC
মিউজিয়াম	I-LOC
অৱ	I-LOC
আৰ্ট	I-LOC
বাৰ্চিলোনাত	B-LOC
থকা	O
এটা	O
বিখ্যাত	O
কলা	O
সংগ্ৰহালয়	O
।	O

ৰাজধানী	O
দিশপুৰৰ	B-LOC
পৰা	O
ইয়াৰ	O
দূৰত্ব	O
৪০	O
কি:মি:	O
।	O

ব্ৰিটিছ	B-MISC
যুগৰ	O
নিৰ্মাণ	O
-	O
শৈলীৰে	O
নিৰ্মিত	O
এই	O
নৰ্থব্ৰুক	O
গেট	O
হৈছে	O
অসমৰ	B-LOC
এই	O
প্ৰকাৰৰ	O
একমাত্ৰ	O
চিহ্ন	O
।	O

এইবাৰ	O
আকৌ	O
ৰোমৰ	B-LOC
ভেটিকান	B-LOC
চিটিৰ	I-LOC
পৰা	O
ভ্ৰমণ	O
আৰম্ভ	O
কৰি	O
লণ্ডনত	B-LOC
সামৰণি	O
মাৰিলোঁ	O
।	O

মন্দিৰৰ	O
বাবে	O
প্ৰয়োজনীয়	O
পাঁচ	O
বিঘা	O
ভূমি	O
বকপাৰা	B-LOC
চাহ	I-LOC
বাগিচায়ে	I-LOC
দান	O
কৰিছিল	O
।	O

মন্দিৰৰ	O
প্ৰৱেশ	O
দ্বাৰত	O
গণেশৰ	B-PER
বৃহৎ	O
ভাস্কৰ্য	O
আছে	O
।	O

এইখন	O
এছিয়া	B-LOC
মহাদেশৰ	I-LOC
সৰ্বপ্ৰথম	O
সংৰক্ষিত	O
বনাঞ্চল	O
বুলি	O
জনা	O
যায়	O
।	O

মদন	B-LOC
-	I-LOC
কামদেৱৰ	I-LOC
আকৰ্ষণীয়	O
প্ৰকৃতিক	O
পৰিবেশ	O
,	O
ইয়াত	O
থকা	O
বহুবিধ	O
জীৱ	O
-	O
জন্তু	O
আৰু	O
ইয়াৰ	O
প্ৰচুৰ	O
প্ৰত্নতাত্ত্বিক	O
অৱশেষৰ	O
পৰিপ্ৰেক্ষিতত	O
অসম	B-ORG
প্ৰত্নতাত্ত্বিক	I-ORG
সঞ্চালকালয়ে	I-ORG
এই	O
অঞ্চলটো	O
বিভিন্ন	O
চৰকাৰী	O
বিভাগৰ	O
সহযোগত	O
এটা	O
পৰ্যটক	O
-	O
কেন্দ্ৰ	O
হিচাপে	O
গঢ়ি	O
তোলাৰ	O
আঁচনি	O
হৈছে	O
আৰু	O
এই	O
কামত	O
এই	O
সঞ্চালকালয়	O
যথেষ্ট	O
অগ্ৰসৰো	O
হৈছে	O
।	O

ঘৰ	O
আৰু	O
ইটাৰ	O
ঠাঁচ	O
চাই	O
এই	O
দ'ল	O
আহোম	B-MISC
ৰজা	O
সকলেই	O
নিৰ্মাণ	O
কৰিছিল	O
বুলি	O
ক'ব	O
পাৰি	O
।	O

মহাপুৰুষ	O
শংকৰদেৱ	B-PER
,	O
মাধৱদেৱে	B-PER
৬২৯	B-DATE
শতিকাত	I-DATE
প্ৰতিষ্ঠা	O
কৰা	O
এই	O
সত্ৰসমূহে	O
অসমৰ	B-LOC
সাংস্কৃতিক	O
এতিহাসত	O
এক	O
গৈৰৱোজ্জ্বল	O
অধ্যায়ক	O
প্ৰতিনিধিত্ব	O
কৰি	O
আহিছে	O
।	O

মৃত্যুৰ	O
ছবছৰ	O
আগতে	O
১৮৬৭	B-DATE
চনত	I-DATE
তেওঁ	O
এখন	O
ইচ্ছাপত্ৰৰ	O
যোগে	O
তেওঁৰ	O
আজিৰ্ত	O
আঠ	O
মিলিয়ন	O
ডলাৰ	O
এখন	O
বিশ্ববিদ্যালয়	O
আৰু	O
এখন	O
হস্পিতাল	O
নিৰ্মাণৰ	O
অৰ্থে	O
দান	O
কৰি	O
যায়	O
।	O

১৯৯৬	B-DATE
চনত	I-DATE
২০	O
বেজাৰ	O
টকাৰে	O
আৰম্ভ	O
কৰা	O
এই	O
ফেক্টৰীটোৰ	O
মালিক	O
বিকি	B-PER
ভাদৱাই	I-PER
২.৫০	O
কোটি	O
টকাৰ	O
ব্যৱসায়	O
কৰি	O
আছে	O
এতিয়া	O
।	O

কৈ	O
থওঁ	O
,	O
প্ৰেছ	B-ORG
ইনষ্টিটিউট	I-ORG
অব্‌	I-ORG
ইণ্ডিয়াৰ	I-ORG
এটা	O
সাংবাদিকতা	O
বিষয়ক	O
অনুষ্ঠানত	O
যোগ	O
দিবলৈ	O
আমি	O
হায়দৰাবাদলৈ	B-LOC
গৈছিলো	O
আৰু	O
চি	O
চি	O
এন	O
চিৰ	O
অতিথিশালাত	O
আছিলো	O
।	O

মাজুলীৰ	B-LOC
অন্যতম	O
প্ৰধান	O
আকৰ্ষণ	O
প্ৰকৃতিৰ	O
ৰূপ	O
লাৱণ্য	O
।	O

কাজিৰঙা	B-MISC
হস্তী	I-MISC
মহোৎসৱ	I-MISC
হৈছে	O
অসমৰ	B-LOC
কাজিৰঙাত	B-LOC
উদযাপন	O
কৰা	O
বাৰ্ষিক	O
হস্তী	O
মহোৎসৱ	O
।	O

১৭২০	B-DATE
চনত	I-DATE
আহোম	O
স্বৰ্গদেউ	O
শিৱসিংহই	B-PER
এই	O
মন্দিৰ	O
নিৰ্মাণ	O
কৰোৱাইছিল	O
বুলি	O
জনা	O
যায়	O
।	O

লিমাৰ	B-LOC
বাছষ্টেণ্ডত	O
সময়ত	O
হাজিৰ	O
হলো	O
।	O

কীৰ্তনঘৰ	O
,	O
মঠ	O
,	O
দৌলগৃহকে	O
আদি	O
কৰি	O
বিভিন্ন	O
গৃহৰ	O
উপৰি	O
সত্ৰৰ	O
ভাঁজঘৰত	O
মাধবদেৱে	B-PER
নিজহাতে	O
লিখা	O
নামঘোষা	O
,	O
ভক্তি	O
-	O
ৰত্নাৱলী	O
,	O
শংকৰদেৱৰ	B-PER
আদি	O
দশম	O
,	O
অষ্টম	O
স্কন্ধ	O
ভাগৱতকে	O
ধৰি	O
প্ৰায়	O
৭৫খন	O
সাঁচিপতীয়া	O
পুথি	O
সংৰক্ষিত	O
হৈ	O
আছে	O
।	O

শোণিতপুৰ	B-LOC
জিলাৰ	O
ঢেকীয়াজুলিৰ	B-LOC
পৰা	O
সামান্য	O
দূৰত্বত	O
অৱস্থিত	O
গোপেশ্বৰ	B-LOC
দেৱালয়	I-LOC
এটা	O
শিৱ	O
মন্দিৰ	O
।	O

সত্ৰীয়া	O
সংস্কৃতি	O
মাজুলীৰ	B-LOC
মূল	O
দিশ	O
।	O

ফাঁকুৱা	B-MISC
ফাগুন	O
মাহৰ	O
পূৰ্ণিমাত	O
হিন্দু	B-MISC
ধৰ্মৰ	I-MISC
লোকসকলে	O
উদ্‌যাপন	O
কৰা	O
ৰঙৰ	O
উৎসৱ	O
।	O

মহামায়া	B-LOC
মন্দিৰ	I-LOC
নীলাচল	O
স্থাপত্যশৈলীৰে	O
নিৰ্মিত	O
।	O

তেওঁৰ	O
দ্বিতীয়	O
পুত্ৰ	O
স্বৰ্গদেউ	O
প্ৰমত্ত	B-PER
সিংহ	I-PER
ৰাজসিংহাসনত	O
অধিষ্ঠিত	O
হোৱাৰ	O
পিছত	O
পিতৃৰ	O
স্মৃতিত	O
তেওঁৰ	O
নামেৰে	O
ভগৱান	O
শিৱৰ	B-PER
মন্দিৰ	O
নিৰ্মাণ	O
কৰাইছিল	O
।	O

বৰ্তমান	O
অৱশ্যে	O
এই	O
কুণ্ড	O
ব্ৰহ্মপুত্ৰৰ	B-LOC
বুকুত	O
নিশ্চিহ্ন	O
হৈ	O
গৈছে	O
।	O

এই	O
উপলক্ষত	O
মেৰী	B-PER
কাৰ্জন	I-PER
আৰু	O
লৰ্ড	B-PER
কাৰ্জনৰ	I-PER
বৰ্তমান	O
বংশধৰক	O
বিশেষ	O
সন্মান	O
প্ৰদৰ্শন	O
কৰা	O
হয়	O
।	O

বুঢ়ীদিহীং	B-LOC
নৈৰ	O
পাৰত	O
এই	O
শান্ত	O
আৰু	O
সুন্দৰ	O
গাঁওখনলৈ	O
যোৱাটো	O
সকলোৰে	O
কাৰণে	O
যে	O
স্মৰণীয়	O
অভিজ্ঞতা	O
হ'ব	O
সি	O
ধূৰূপ	O
।	O

এই	O
পট্টায়া	B-LOC
চহৰখন	O
বীচ্চ	O
ৰিজ'ৰ্টৰে	O
এখন	O
পৰিপূৰ্ণ	O
চহৰ	O
।	O

১৯৬৬	B-DATE
চনত	I-DATE
চক্ৰশিলা	B-LOC
পাহাৰক	I-LOC
সংৰক্ষিত	O
বনাঞ্চল	O
ঘোষণা	O
কৰা	O
হয়	O
১৯৯৪	B-DATE
চনৰ	I-DATE
১৪	B-DATE
জুলাইত	I-DATE
ইয়াক	O
অসম	B-ORG
চৰকাৰৰ	I-ORG
দ্বাৰা	O
অভয়াৰণ্যৰ	O
মৰ্যাদা	O
দিয়া	O
হয়	O
।	O

এটা	O
এনে	O
প্ৰবাদ	O
অনুসৰি	O
ৰঙা	B-PER
নামৰ	O
ছোৱালী	O
এজনীয়ে	O
কাৰ্বি	B-MISC
ডেকা	O
কাজিক	B-PER
ভাল	O
পাইছিল	O
।	O

কামাখ্যা	B-LOC
দেৱালয়	I-LOC
,	O
উমানন্দ	B-LOC
মন্দিৰ	I-LOC
,	O
নৱগ্ৰহ	B-LOC
মন্দিৰ	I-LOC
,	O
শুক্ৰেশ্বৰ	B-LOC
মন্দিৰ	I-LOC
,	O
বশিষ্ঠাশ্ৰম	B-LOC
,	O
দৌল	B-LOC
গোবিন্দ	I-LOC
মন্দিৰ	I-LOC
,	O
উগ্ৰতাৰা	B-LOC
দেৱালয়	I-LOC
আদি	O
এইবোৰৰ	O
ভিতৰত	O
অন্যতম	O
।	O

মুখ	O
হাত	O
ধুই	O
বেগবোৰ	O
দিল্লীলৈ	B-LOC
যোৱা	O
বাল্টিনেণ্টেল	B-ORG
এয়াৰ	I-ORG
লাইনচত	I-ORG
বুক	O
কৰি	O
দিলো	O
।	O

আন	O
কিছুমানৰ	O
মতে	O
অষ্টম	O
-	O
নৱম	O
শতিকাৰ	O
শালস্তম্ভ	B-MISC
বংশৰ	I-MISC
।	O

কাজিৰঙাক	B-LOC
কেন্দ্ৰ	O
কৰি	O
কেবাখনো	O
কিতাপ	O
,	O
গান	O
আৰু	O
তথ্যচিত্ৰ	O
নিৰ্মাণ	O
কৰা	O
হৈছে	O
।	O

ব্ৰিটিছ	B-MISC
আমোলাত	O
এই	O
টিলাটোত	O
দূৰবীণ	O
বহাই	O
নগৰখন	O
নিৰীক্ষণ	O
কৰা	O
হৈছিল	O
বাবে	O
ইয়াৰ	O
নাম	O
আছিল	O
অবজাৰ্ভেটৰী	O
হিল	O
।	O

চ'ত	O
মাহত	O
বাসন্তী	B-MISC
অৰ্থাৎ	O
অশোকাৰ	O
অষ্টমী	B-MISC
পূজাৰ	O
দিনা	O
তই	O
বিশেষভাৱে	O
তীৰ্থৰ	O
মাহাত্ম্য	O
লাভ	O
কৰিবি	O
।	O

হায়দৰাবাদৰ	B-LOC
এসময়ৰ	O
শাসক	O
নিজামসকলৰ	O
আধুনিকমনস্কতাৰ	O
সাক্ষী	O
এই	O
বিশ্ববিদ্যালয়	O
।	O

নিমাতীৰ	B-FAC
পৰা	O
মাজুলীৰ	B-LOC
কমলাবাৰী	B-FAC
,	O
দক্ষিণপাট	B-FAC
,	O
চুমৈমাৰী	B-FAC
,	O
অফলামুখ	B-FAC
,	O
শালমৰা	B-FAC
,	O
ফুলনি	B-FAC
আদি	O
পাৰ	O
ঘাটলৈ	O
যাব	O
পৰা	O
যায়	O
।	O

যিমানবোৰ	O
মানুহক	O
অসমত	B-LOC
এৰি	O
থৈ	O
আহিছোঁ	O
,	O
মই	O
আমেৰিকাত	B-LOC
আহি	O
চুইচাইড	O
কৰি	O
দিলে	O
সিহঁতে	O
পাছত	O
মোৰ	O
জান	O
খাই	O
দিব	O
।	O

প্ৰতি	O
মাহৰ	O
১	B-DATE
তাৰিখ	I-DATE
আৰু	O
১৫	B-DATE
তাৰিখে	I-DATE
তাৰকাগৃহ	O
বন্ধ	O
ৰখা	O
হয়	O
আৰু	O
ইয়াৰ	O
প্ৰতিটো	O
প্ৰদৰ্শনীৰ	O
টিকটৰ	O
মূল্য	O
৩০	O
টকা	O
।	O

অৱশ্যে	O
গুৱাহাটী	B-LOC
বা	O
শিলচৰৰ	B-LOC
পৰা	O
নিউ	B-FAC
হাফলং	I-FAC
ষ্টেচনলৈ	I-FAC
ৰেলৰ	O
চলাচল	O
আছে	O
।	O

দিনৰ	O
১১	O
বজাত	O
,	O
১.৩০	O
বজাত	O
আৰু	O
বিয়লি	O
৩	O
বজাত	O
অসমীয়াত	B-MISC
আৰু	O
১২	O
বজাত	O
আৰু	O
বিয়লি	O
৪	O
বজাত	O
ইংৰাজী	B-MISC
ভাষাত	O
প্ৰদৰ্শনী	O
প্ৰদৰ্শন	O
